name,country_iso2,popularity_count,source_item,source
Florence,GB,6,N-GB-1-F-6,sigpwned popular-names-by-country-dataset
Lily,GB,7,N-GB-1-F-7,sigpwned popular-names-by-country-dataset
Freya,GB,8,N-GB-1-F-8,sigpwned popular-names-by-country-dataset
Mia,GB,9,N-GB-1-F-9,sigpwned popular-names-by-country-dataset
Willow,GB,10,N-GB-1-F-10,sigpwned popular-names-by-country-dataset
Rosie,GB,6,N-GB-2-F-6,sigpwned popular-names-by-country-dataset
Grace,GB,8,N-GB-2-F-8,sigpwned popular-names-by-country-dataset
Evie,GB,10,N-GB-2-F-10,sigpwned popular-names-by-country-dataset
Emily,GB,2,N-GB-3-F-2,sigpwned popular-names-by-country-dataset
Fiadh,GB,3,N-GB-3-F-3,sigpwned popular-names-by-country-dataset
Aoife,GB,6,N-GB-3-F-6,sigpwned popular-names-by-country-dataset
Annie,GB,8,N-GB-3-F-8,sigpwned popular-names-by-country-dataset
Millie,GB,4,N-GB-4-F-4,sigpwned popular-names-by-country-dataset
Sophie,GB,8,N-GB-4-F-8,sigpwned popular-names-by-country-dataset
Ella,GB,10,N-GB-4-F-10,sigpwned popular-names-by-country-dataset
Charlotte,GB,12,N-GB-4-F-12,sigpwned popular-names-by-country-dataset
Olivia,GG,1,N-GG-1-F-1,sigpwned popular-names-by-country-dataset
Charlotte,GG,2,N-GG-1-F-2,sigpwned popular-names-by-country-dataset
Evie,GG,3,N-GG-1-F-3,sigpwned popular-names-by-country-dataset
Florence,GG,4,N-GG-1-F-4,sigpwned popular-names-by-country-dataset
Imogen,GG,5,N-GG-1-F-5,sigpwned popular-names-by-country-dataset
Isla,GG,6,N-GG-1-F-6,sigpwned popular-names-by-country-dataset
Penelope,GG,7,N-GG-1-F-7,sigpwned popular-names-by-country-dataset
Sophia,GI,1,N-GI-1-F-1,sigpwned popular-names-by-country-dataset
Ava,GI,2,N-GI-1-F-2,sigpwned popular-names-by-country-dataset
Chloe,GI,3,N-GI-1-F-3,sigpwned popular-names-by-country-dataset
Isabella,GI,4,N-GI-1-F-4,sigpwned popular-names-by-country-dataset
Maya,GI,5,N-GI-1-F-5,sigpwned popular-names-by-country-dataset
Olivia,GI,6,N-GI-1-F-6,sigpwned popular-names-by-country-dataset
Anna,GI,7,N-GI-1-F-7,sigpwned popular-names-by-country-dataset
Hannah,GI,8,N-GI-1-F-8,sigpwned popular-names-by-country-dataset
Ivaana,GL,1,N-GL-1-F-1,sigpwned popular-names-by-country-dataset
Nivi,GL,2,N-GL-1-F-2,sigpwned popular-names-by-country-dataset
Uiloq,GL,3,N-GL-1-F-3,sigpwned popular-names-by-country-dataset
Niviaq,GL,4,N-GL-1-F-4,sigpwned popular-names-by-country-dataset
Isabella,GL,5,N-GL-1-F-5,sigpwned popular-names-by-country-dataset
Ivalu,GL,6,N-GL-1-F-6,sigpwned popular-names-by-country-dataset
Pipaluk,GL,7,N-GL-1-F-7,sigpwned popular-names-by-country-dataset
Malu,GL,8,N-GL-1-F-8,sigpwned popular-names-by-country-dataset
Paninnguaq,GL,9,N-GL-1-F-9,sigpwned popular-names-by-country-dataset
Aviana,GL,10,N-GL-1-F-10,sigpwned popular-names-by-country-dataset
Maya,GL,11,N-GL-1-F-11,sigpwned popular-names-by-country-dataset
Paneeraq,GL,12,N-GL-1-F-12,sigpwned popular-names-by-country-dataset
MarÍA Del Carmen,GQ,1,N-GQ-1-F-1,sigpwned popular-names-by-country-dataset
Isabel,GQ,2,N-GQ-1-F-2,sigpwned popular-names-by-country-dataset
MarÍA Teresa,GQ,3,N-GQ-1-F-3,sigpwned popular-names-by-country-dataset
Esperanza,GQ,4,N-GQ-1-F-4,sigpwned popular-names-by-country-dataset
Milagrosa,GQ,5,N-GQ-1-F-5,sigpwned popular-names-by-country-dataset
Mia,HR,1,N-HR-1-F-1,sigpwned popular-names-by-country-dataset
Lucija,HR,2,N-HR-1-F-2,sigpwned popular-names-by-country-dataset
Nika,HR,3,N-HR-1-F-3,sigpwned popular-names-by-country-dataset
Rita,HR,4,N-HR-1-F-4,sigpwned popular-names-by-country-dataset
Ema,HR,5,N-HR-1-F-5,sigpwned popular-names-by-country-dataset
Mila,HR,6,N-HR-1-F-6,sigpwned popular-names-by-country-dataset
Marta,HR,7,N-HR-1-F-7,sigpwned popular-names-by-country-dataset
Sara,HR,8,N-HR-1-F-8,sigpwned popular-names-by-country-dataset
Ana,HR,9,N-HR-1-F-9,sigpwned popular-names-by-country-dataset
Dora,HR,10,N-HR-1-F-10,sigpwned popular-names-by-country-dataset
Widelene,HT,1,N-HT-1-F-1,sigpwned popular-names-by-country-dataset
Mirlande,HT,2,N-HT-1-F-2,sigpwned popular-names-by-country-dataset
Myrlande,HT,3,N-HT-1-F-3,sigpwned popular-names-by-country-dataset
Islande,HT,4,N-HT-1-F-4,sigpwned popular-names-by-country-dataset
Lovelie,HT,5,N-HT-1-F-5,sigpwned popular-names-by-country-dataset
Lovely,HT,6,N-HT-1-F-6,sigpwned popular-names-by-country-dataset
Judeline,HT,7,N-HT-1-F-7,sigpwned popular-names-by-country-dataset
Angeline,HT,8,N-HT-1-F-8,sigpwned popular-names-by-country-dataset
Esther,HT,9,N-HT-1-F-9,sigpwned popular-names-by-country-dataset
Chedeline,HT,10,N-HT-1-F-10,sigpwned popular-names-by-country-dataset
Jessica,HT,11,N-HT-1-F-11,sigpwned popular-names-by-country-dataset
Rose-Merline,HT,12,N-HT-1-F-12,sigpwned popular-names-by-country-dataset
Hanna,HU,1,N-HU-1-F-1,sigpwned popular-names-by-country-dataset
ZoÉ,HU,2,N-HU-1-F-2,sigpwned popular-names-by-country-dataset
Anna,HU,3,N-HU-1-F-3,sigpwned popular-names-by-country-dataset
LÉNa,HU,4,N-HU-1-F-4,sigpwned popular-names-by-country-dataset
Luca,HU,5,N-HU-1-F-5,sigpwned popular-names-by-country-dataset
Emma,HU,6,N-HU-1-F-6,sigpwned popular-names-by-country-dataset
BoglÁRka,HU,7,N-HU-1-F-7,sigpwned popular-names-by-country-dataset
Lili,HU,8,N-HU-1-F-8,sigpwned popular-names-by-country-dataset
Lilien,HU,9,N-HU-1-F-9,sigpwned popular-names-by-country-dataset
Lara,HU,10,N-HU-1-F-10,sigpwned popular-names-by-country-dataset
Emily,IE,1,N-IE-1-F-1,sigpwned popular-names-by-country-dataset
Grace,IE,2,N-IE-1-F-2,sigpwned popular-names-by-country-dataset
Fiadh,IE,3,N-IE-1-F-3,sigpwned popular-names-by-country-dataset
Sophie,IE,4,N-IE-1-F-4,sigpwned popular-names-by-country-dataset
Lily,IE,5,N-IE-1-F-5,sigpwned popular-names-by-country-dataset
éAbha,IE,6,N-IE-1-F-6,sigpwned popular-names-by-country-dataset
Ava,IE,7,N-IE-1-F-7,sigpwned popular-names-by-country-dataset
Mia,IE,8,N-IE-1-F-8,sigpwned popular-names-by-country-dataset
Ellie,IE,9,N-IE-1-F-9,sigpwned popular-names-by-country-dataset
Olivia,IE,10,N-IE-1-F-10,sigpwned popular-names-by-country-dataset
Lin,IL,1,N-IL-1-F-1,sigpwned popular-names-by-country-dataset
Maria,IL,2,N-IL-1-F-2,sigpwned popular-names-by-country-dataset
Sama,IL,3,N-IL-1-F-3,sigpwned popular-names-by-country-dataset
Celine,IL,4,N-IL-1-F-4,sigpwned popular-names-by-country-dataset
Leah,IL,5,N-IL-1-F-5,sigpwned popular-names-by-country-dataset
Mila,IL,1,N-IL-2-F-1,sigpwned popular-names-by-country-dataset
Ayalah,IL,2,N-IL-2-F-2,sigpwned popular-names-by-country-dataset
Lur,IL,3,N-IL-2-F-3,sigpwned popular-names-by-country-dataset
Yasmin,IL,5,N-IL-2-F-5,sigpwned popular-names-by-country-dataset
Maryam,IL,1,N-IL-3-F-1,sigpwned popular-names-by-country-dataset
Shams,IL,2,N-IL-3-F-2,sigpwned popular-names-by-country-dataset
Lyn,IL,3,N-IL-3-F-3,sigpwned popular-names-by-country-dataset
Malek,IL,4,N-IL-3-F-4,sigpwned popular-names-by-country-dataset
Jori,IL,5,N-IL-3-F-5,sigpwned popular-names-by-country-dataset
Lian,IL,6,N-IL-3-F-6,sigpwned popular-names-by-country-dataset
Aline,IL,8,N-IL-3-F-8,sigpwned popular-names-by-country-dataset
Nur,IL,9,N-IL-3-F-9,sigpwned popular-names-by-country-dataset
Marya,IL,10,N-IL-3-F-10,sigpwned popular-names-by-country-dataset
Avigail,IL,1,N-IL-4-F-1,sigpwned popular-names-by-country-dataset
Tamar,IL,2,N-IL-4-F-2,sigpwned popular-names-by-country-dataset
Noa,IL,3,N-IL-4-F-3,sigpwned popular-names-by-country-dataset
Sarah,IL,4,N-IL-4-F-4,sigpwned popular-names-by-country-dataset
Adele,IL,5,N-IL-4-F-5,sigpwned popular-names-by-country-dataset
Maya,IL,6,N-IL-4-F-6,sigpwned popular-names-by-country-dataset
Lia,IL,7,N-IL-4-F-7,sigpwned popular-names-by-country-dataset
Ayala,IL,8,N-IL-4-F-8,sigpwned popular-names-by-country-dataset
Lily,IM,1,N-IM-1-F-1,sigpwned popular-names-by-country-dataset
Lillie,IM,2,N-IM-1-F-2,sigpwned popular-names-by-country-dataset
Lilly,IM,3,N-IM-1-F-3,sigpwned popular-names-by-country-dataset
Ella,IM,4,N-IM-1-F-4,sigpwned popular-names-by-country-dataset
Emilia,IM,5,N-IM-1-F-5,sigpwned popular-names-by-country-dataset
Emelia,IM,6,N-IM-1-F-6,sigpwned popular-names-by-country-dataset
Emiliya,IM,7,N-IM-1-F-7,sigpwned popular-names-by-country-dataset
Olivia,IM,8,N-IM-1-F-8,sigpwned popular-names-by-country-dataset
Isla,IM,9,N-IM-1-F-9,sigpwned popular-names-by-country-dataset
Isabella,IM,10,N-IM-1-F-10,sigpwned popular-names-by-country-dataset
Aditi,IN,1,N-IN-1-F-1,sigpwned popular-names-by-country-dataset
Inaya,IN,2,N-IN-1-F-2,sigpwned popular-names-by-country-dataset
Aarya,IN,3,N-IN-1-F-3,sigpwned popular-names-by-country-dataset
Kiara,IN,4,N-IN-1-F-4,sigpwned popular-names-by-country-dataset
Aadhya,IN,5,N-IN-1-F-5,sigpwned popular-names-by-country-dataset
Vamika,IN,6,N-IN-1-F-6,sigpwned popular-names-by-country-dataset
Pari,IN,7,N-IN-1-F-7,sigpwned popular-names-by-country-dataset
Jiya,IN,8,N-IN-1-F-8,sigpwned popular-names-by-country-dataset
Mehar,IN,9,N-IN-1-F-9,sigpwned popular-names-by-country-dataset
Amayra,IN,10,N-IN-1-F-10,sigpwned popular-names-by-country-dataset
Fatemeh,IR,1,N-IR-1-F-1,sigpwned popular-names-by-country-dataset
Zahra,IR,2,N-IR-1-F-2,sigpwned popular-names-by-country-dataset
Helma,IR,3,N-IR-1-F-3,sigpwned popular-names-by-country-dataset
Zeinab,IR,4,N-IR-1-F-4,sigpwned popular-names-by-country-dataset
Yasna,IR,5,N-IR-1-F-5,sigpwned popular-names-by-country-dataset
Ava,IR,6,N-IR-1-F-6,sigpwned popular-names-by-country-dataset
Mersana,IR,7,N-IR-1-F-7,sigpwned popular-names-by-country-dataset
Nazanin-Zahra,IR,8,N-IR-1-F-8,sigpwned popular-names-by-country-dataset
Baran,IR,9,N-IR-1-F-9,sigpwned popular-names-by-country-dataset
Fatemeh-Zahra,IR,10,N-IR-1-F-10,sigpwned popular-names-by-country-dataset
Maryam,IR,3,N-IR-1-F-3,sigpwned popular-names-by-country-dataset
Ma'Soumeh,IR,4,N-IR-1-F-4,sigpwned popular-names-by-country-dataset
Sakineh,IR,5,N-IR-1-F-5,sigpwned popular-names-by-country-dataset
Roghayyeh,IR,7,N-IR-1-F-7,sigpwned popular-names-by-country-dataset
Khadije,IR,8,N-IR-1-F-8,sigpwned popular-names-by-country-dataset
Leyla,IR,9,N-IR-1-F-9,sigpwned popular-names-by-country-dataset
Somayyeh,IR,10,N-IR-1-F-10,sigpwned popular-names-by-country-dataset
Embla,IS,1,N-IS-1-F-1,sigpwned popular-names-by-country-dataset
EmilÍA,IS,2,N-IS-1-F-2,sigpwned popular-names-by-country-dataset
Sara,IS,3,N-IS-1-F-3,sigpwned popular-names-by-country-dataset
SÓLey,IS,4,N-IS-1-F-4,sigpwned popular-names-by-country-dataset
AÞEna,IS,5,N-IS-1-F-5,sigpwned popular-names-by-country-dataset
Matthildur,IS,6,N-IS-1-F-6,sigpwned popular-names-by-country-dataset
Katla,IS,7,N-IS-1-F-7,sigpwned popular-names-by-country-dataset
GuÐRÚN,IS,8,N-IS-1-F-8,sigpwned popular-names-by-country-dataset
Eva,IS,9,N-IS-1-F-9,sigpwned popular-names-by-country-dataset
Saga,IS,10,N-IS-1-F-10,sigpwned popular-names-by-country-dataset
ViktorÍA,IS,11,N-IS-1-F-11,sigpwned popular-names-by-country-dataset
Sofia,IT,1,N-IT-1-F-1,sigpwned popular-names-by-country-dataset
Aurora,IT,2,N-IT-1-F-2,sigpwned popular-names-by-country-dataset
Giulia,IT,3,N-IT-1-F-3,sigpwned popular-names-by-country-dataset
Ginevra,IT,4,N-IT-1-F-4,sigpwned popular-names-by-country-dataset
Beatrice,IT,5,N-IT-1-F-5,sigpwned popular-names-by-country-dataset
Alice,IT,6,N-IT-1-F-6,sigpwned popular-names-by-country-dataset
Vittoria,IT,7,N-IT-1-F-7,sigpwned popular-names-by-country-dataset
Emma,IT,8,N-IT-1-F-8,sigpwned popular-names-by-country-dataset
Ludovica,IT,9,N-IT-1-F-9,sigpwned popular-names-by-country-dataset
Matilde,IT,10,N-IT-1-F-10,sigpwned popular-names-by-country-dataset
Willow,JE,1,N-JE-1-F-1,sigpwned popular-names-by-country-dataset
Mia,JE,2,N-JE-1-F-2,sigpwned popular-names-by-country-dataset
Aria,JE,3,N-JE-1-F-3,sigpwned popular-names-by-country-dataset
Sienna,JE,4,N-JE-1-F-4,sigpwned popular-names-by-country-dataset
Lily,JE,5,N-JE-1-F-5,sigpwned popular-names-by-country-dataset
Daisy,JE,6,N-JE-1-F-6,sigpwned popular-names-by-country-dataset
Olivia,JE,7,N-JE-1-F-7,sigpwned popular-names-by-country-dataset
Emily,JE,8,N-JE-1-F-8,sigpwned popular-names-by-country-dataset
Florence,JE,9,N-JE-1-F-9,sigpwned popular-names-by-country-dataset
Valentina,JE,10,N-JE-1-F-10,sigpwned popular-names-by-country-dataset
Amelia,JM,1,N-JM-1-F-1,sigpwned popular-names-by-country-dataset
Arianna,JM,2,N-JM-1-F-2,sigpwned popular-names-by-country-dataset
Gianna,JM,3,N-JM-1-F-3,sigpwned popular-names-by-country-dataset
Kyra,JM,4,N-JM-1-F-4,sigpwned popular-names-by-country-dataset
Azora Kiara,JM,5,N-JM-1-F-5,sigpwned popular-names-by-country-dataset
Azariah,JM,6,N-JM-1-F-6,sigpwned popular-names-by-country-dataset
Aria,JM,7,N-JM-1-F-7,sigpwned popular-names-by-country-dataset
Ariana,JM,8,N-JM-1-F-8,sigpwned popular-names-by-country-dataset
Azaria,JM,9,N-JM-1-F-9,sigpwned popular-names-by-country-dataset
Jouri,JO,1,N-JO-1-F-1,sigpwned popular-names-by-country-dataset
Salma,JO,2,N-JO-1-F-2,sigpwned popular-names-by-country-dataset
Naya,JO,3,N-JO-1-F-3,sigpwned popular-names-by-country-dataset
Mira,JO,4,N-JO-1-F-4,sigpwned popular-names-by-country-dataset
Lianne,JO,5,N-JO-1-F-5,sigpwned popular-names-by-country-dataset
Leen,JO,6,N-JO-1-F-6,sigpwned popular-names-by-country-dataset
Zina,JO,7,N-JO-1-F-7,sigpwned popular-names-by-country-dataset
Mariam,JO,8,N-JO-1-F-8,sigpwned popular-names-by-country-dataset
Wateen,JO,9,N-JO-1-F-9,sigpwned popular-names-by-country-dataset
Tuleen,JO,10,N-JO-1-F-10,sigpwned popular-names-by-country-dataset
Fatma,KW,1,N-KW-1-F-1,sigpwned popular-names-by-country-dataset
Mariam,KW,2,N-KW-1-F-2,sigpwned popular-names-by-country-dataset
Hussa,KW,3,N-KW-1-F-3,sigpwned popular-names-by-country-dataset
Sherifa,KW,4,N-KW-1-F-4,sigpwned popular-names-by-country-dataset
Sara,KW,5,N-KW-1-F-5,sigpwned popular-names-by-country-dataset
Reem,KW,6,N-KW-1-F-6,sigpwned popular-names-by-country-dataset
Aisha,KW,7,N-KW-1-F-7,sigpwned popular-names-by-country-dataset
Dalal,KW,8,N-KW-1-F-8,sigpwned popular-names-by-country-dataset
Lulwa,KW,9,N-KW-1-F-9,sigpwned popular-names-by-country-dataset
Shaikha,KW,10,N-KW-1-F-10,sigpwned popular-names-by-country-dataset
Marie,LB,1,N-LB-1-F-1,sigpwned popular-names-by-country-dataset
Fatima,LB,2,N-LB-1-F-2,sigpwned popular-names-by-country-dataset
Jessica,LB,3,N-LB-1-F-3,sigpwned popular-names-by-country-dataset
Zeinab,LB,4,N-LB-1-F-4,sigpwned popular-names-by-country-dataset
Mariam,LB,5,N-LB-1-F-5,sigpwned popular-names-by-country-dataset
Sarah,LB,6,N-LB-1-F-6,sigpwned popular-names-by-country-dataset
Maya,LB,7,N-LB-1-F-7,sigpwned popular-names-by-country-dataset
Layla,LB,8,N-LB-1-F-8,sigpwned popular-names-by-country-dataset
Christina,LB,9,N-LB-1-F-9,sigpwned popular-names-by-country-dataset
Amal,LB,10,N-LB-1-F-10,sigpwned popular-names-by-country-dataset
Emilia,LI,1,N-LI-1-F-1,sigpwned popular-names-by-country-dataset
Frida,LI,2,N-LI-1-F-2,sigpwned popular-names-by-country-dataset
Frieda,LI,3,N-LI-1-F-3,sigpwned popular-names-by-country-dataset
Mia,LI,4,N-LI-1-F-4,sigpwned popular-names-by-country-dataset
Emma,LI,5,N-LI-1-F-5,sigpwned popular-names-by-country-dataset
Melina,LI,6,N-LI-1-F-6,sigpwned popular-names-by-country-dataset
Sofia,LI,7,N-LI-1-F-7,sigpwned popular-names-by-country-dataset
Sophia,LI,8,N-LI-1-F-8,sigpwned popular-names-by-country-dataset
Sofija,LT,1,N-LT-1-F-1,sigpwned popular-names-by-country-dataset
Emilija,LT,2,N-LT-1-F-2,sigpwned popular-names-by-country-dataset
LuknĖ,LT,3,N-LT-1-F-3,sigpwned popular-names-by-country-dataset
Amelija,LT,4,N-LT-1-F-4,sigpwned popular-names-by-country-dataset
KamilĖ,LT,5,N-LT-1-F-5,sigpwned popular-names-by-country-dataset
LĖJa,LT,6,N-LT-1-F-6,sigpwned popular-names-by-country-dataset
Gabija,LT,7,N-LT-1-F-7,sigpwned popular-names-by-country-dataset
Patricija,LT,8,N-LT-1-F-8,sigpwned popular-names-by-country-dataset
Elija,LT,9,N-LT-1-F-9,sigpwned popular-names-by-country-dataset
Liepa,LT,10,N-LT-1-F-10,sigpwned popular-names-by-country-dataset
Emma,LU,1,N-LU-1-F-1,sigpwned popular-names-by-country-dataset
Lara,LU,2,N-LU-1-F-2,sigpwned popular-names-by-country-dataset
ZoÉ,LU,3,N-LU-1-F-3,sigpwned popular-names-by-country-dataset
Amy,LU,4,N-LU-1-F-4,sigpwned popular-names-by-country-dataset
Sarah,LU,5,N-LU-1-F-5,sigpwned popular-names-by-country-dataset
Charlotte,LU,6,N-LU-1-F-6,sigpwned popular-names-by-country-dataset
Emily,LU,7,N-LU-1-F-7,sigpwned popular-names-by-country-dataset
Sofija,LV,1,N-LV-1-F-1,sigpwned popular-names-by-country-dataset
Alise,LV,2,N-LV-1-F-2,sigpwned popular-names-by-country-dataset
Marta,LV,3,N-LV-1-F-3,sigpwned popular-names-by-country-dataset
AmĒLija,LV,4,N-LV-1-F-4,sigpwned popular-names-by-country-dataset
Paula,LV,5,N-LV-1-F-5,sigpwned popular-names-by-country-dataset
Anna,LV,6,N-LV-1-F-6,sigpwned popular-names-by-country-dataset
Emma,LV,7,N-LV-1-F-7,sigpwned popular-names-by-country-dataset
DĀRta,LV,8,N-LV-1-F-8,sigpwned popular-names-by-country-dataset
Elza,LV,9,N-LV-1-F-9,sigpwned popular-names-by-country-dataset
Aya,LY,1,N-LY-1-F-1,sigpwned popular-names-by-country-dataset
Rania,LY,2,N-LY-1-F-2,sigpwned popular-names-by-country-dataset
Sarah,LY,3,N-LY-1-F-3,sigpwned popular-names-by-country-dataset
Reem,LY,4,N-LY-1-F-4,sigpwned popular-names-by-country-dataset
Hoda,LY,5,N-LY-1-F-5,sigpwned popular-names-by-country-dataset
Marwa,LY,6,N-LY-1-F-6,sigpwned popular-names-by-country-dataset
Mona,LY,7,N-LY-1-F-7,sigpwned popular-names-by-country-dataset
Fatima,LY,8,N-LY-1-F-8,sigpwned popular-names-by-country-dataset
Eisha,LY,9,N-LY-1-F-9,sigpwned popular-names-by-country-dataset
Nesreen,LY,10,N-LY-1-F-10,sigpwned popular-names-by-country-dataset
InÈS,MA,1,N-MA-1-F-1,sigpwned popular-names-by-country-dataset
NoÛR,MA,2,N-MA-1-F-2,sigpwned popular-names-by-country-dataset
Aya,MA,3,N-MA-1-F-3,sigpwned popular-names-by-country-dataset
Yasmine,MA,4,N-MA-1-F-4,sigpwned popular-names-by-country-dataset
Assia,MA,5,N-MA-1-F-5,sigpwned popular-names-by-country-dataset
Maryam,MA,6,N-MA-1-F-6,sigpwned popular-names-by-country-dataset
AÏCha,MA,7,N-MA-1-F-7,sigpwned popular-names-by-country-dataset
Nora,MA,8,N-MA-1-F-8,sigpwned popular-names-by-country-dataset
Amira,MA,9,N-MA-1-F-9,sigpwned popular-names-by-country-dataset
Amina,MA,10,N-MA-1-F-10,sigpwned popular-names-by-country-dataset
Emma,MC,1,N-MC-1-F-1,sigpwned popular-names-by-country-dataset
Victoria,MC,2,N-MC-1-F-2,sigpwned popular-names-by-country-dataset
Alice,MC,3,N-MC-1-F-3,sigpwned popular-names-by-country-dataset
ChloÉ,MC,4,N-MC-1-F-4,sigpwned popular-names-by-country-dataset
Stella,MC,5,N-MC-1-F-5,sigpwned popular-names-by-country-dataset
Sofia,MD,1,N-MD-1-F-1,sigpwned popular-names-by-country-dataset
Amelia,MD,2,N-MD-1-F-2,sigpwned popular-names-by-country-dataset
Victoria,MD,3,N-MD-1-F-3,sigpwned popular-names-by-country-dataset
Daria,MD,4,N-MD-1-F-4,sigpwned popular-names-by-country-dataset
Anastasia,MD,5,N-MD-1-F-5,sigpwned popular-names-by-country-dataset
Maria,MD,6,N-MD-1-F-6,sigpwned popular-names-by-country-dataset
Eva,MD,7,N-MD-1-F-7,sigpwned popular-names-by-country-dataset
Alexandra,MD,8,N-MD-1-F-8,sigpwned popular-names-by-country-dataset
Evelina,MD,9,N-MD-1-F-9,sigpwned popular-names-by-country-dataset
Emma,MD,10,N-MD-1-F-10,sigpwned popular-names-by-country-dataset
Sofija,ME,1,N-ME-1-F-1,sigpwned popular-names-by-country-dataset
Dunja,ME,2,N-ME-1-F-2,sigpwned popular-names-by-country-dataset
Bogdana,ME,3,N-ME-1-F-3,sigpwned popular-names-by-country-dataset
Teodora,ME,4,N-ME-1-F-4,sigpwned popular-names-by-country-dataset
Sara,ME,5,N-ME-1-F-5,sigpwned popular-names-by-country-dataset
MaŠA,ME,6,N-ME-1-F-6,sigpwned popular-names-by-country-dataset
Mila,ME,7,N-ME-1-F-7,sigpwned popular-names-by-country-dataset
Ksenija,ME,8,N-ME-1-F-8,sigpwned popular-names-by-country-dataset
Tara,ME,9,N-ME-1-F-9,sigpwned popular-names-by-country-dataset
Anastasija,ME,10,N-ME-1-F-10,sigpwned popular-names-by-country-dataset
Marija,MK,1,N-MK-1-F-1,sigpwned popular-names-by-country-dataset
Elena,MK,2,N-MK-1-F-2,sigpwned popular-names-by-country-dataset
Biljana,MK,3,N-MK-1-F-3,sigpwned popular-names-by-country-dataset
Vesna,MK,4,N-MK-1-F-4,sigpwned popular-names-by-country-dataset
Snezana,MK,5,N-MK-1-F-5,sigpwned popular-names-by-country-dataset
Violeta,MK,6,N-MK-1-F-6,sigpwned popular-names-by-country-dataset
Aleksandra,MK,7,N-MK-1-F-7,sigpwned popular-names-by-country-dataset
Suzana,MK,8,N-MK-1-F-8,sigpwned popular-names-by-country-dataset
Katerina,MK,9,N-MK-1-F-9,sigpwned popular-names-by-country-dataset
Ivana,MK,10,N-MK-1-F-10,sigpwned popular-names-by-country-dataset
Fatoumata,ML,1,N-ML-1-F-1,sigpwned popular-names-by-country-dataset
Mariam,ML,2,N-ML-1-F-2,sigpwned popular-names-by-country-dataset
Aminata,ML,3,N-ML-1-F-3,sigpwned popular-names-by-country-dataset
Hawa,ML,4,N-ML-1-F-4,sigpwned popular-names-by-country-dataset
Awa,ML,5,N-ML-1-F-5,sigpwned popular-names-by-country-dataset
Oumou,ML,6,N-ML-1-F-6,sigpwned popular-names-by-country-dataset
Djeneba,ML,7,N-ML-1-F-7,sigpwned popular-names-by-country-dataset
Bintou,ML,8,N-ML-1-F-8,sigpwned popular-names-by-country-dataset
Fanta,ML,9,N-ML-1-F-9,sigpwned popular-names-by-country-dataset
Kadiatou,ML,10,N-ML-1-F-10,sigpwned popular-names-by-country-dataset
Odval,MN,1,N-MN-1-F-1,sigpwned popular-names-by-country-dataset
Bolormaa,MN,2,N-MN-1-F-2,sigpwned popular-names-by-country-dataset
Bayarmaa,MN,3,N-MN-1-F-3,sigpwned popular-names-by-country-dataset
Oyunbileg,MN,4,N-MN-1-F-4,sigpwned popular-names-by-country-dataset
Khongordzol,MN,5,N-MN-1-F-5,sigpwned popular-names-by-country-dataset
Mia,MT,1,N-MT-1-F-1,sigpwned popular-names-by-country-dataset
Emma,MT,2,N-MT-1-F-2,sigpwned popular-names-by-country-dataset
Nina,MT,3,N-MT-1-F-3,sigpwned popular-names-by-country-dataset
Giulia,MT,4,N-MT-1-F-4,sigpwned popular-names-by-country-dataset
SofÍA,MX,1,N-MX-1-F-1,sigpwned popular-names-by-country-dataset
Valentina,MX,2,N-MX-1-F-2,sigpwned popular-names-by-country-dataset
Regina,MX,3,N-MX-1-F-3,sigpwned popular-names-by-country-dataset
MarÍA JosÉ,MX,4,N-MX-1-F-4,sigpwned popular-names-by-country-dataset
Ximena,MX,5,N-MX-1-F-5,sigpwned popular-names-by-country-dataset
Camila,MX,6,N-MX-1-F-6,sigpwned popular-names-by-country-dataset
